Spelling; nchar; LogFreq_Zipf; DomPoS
daily; 5; 4.63; adjective
scores; 6; 4.63; noun
deficit; 7; 4.63; noun
travelling; 10; 4.63; verb
rugby; 5; 4.63; noun
fuel; 4; 4.63; noun
voting; 6; 4.63; name
badly; 5; 4.63; adverb
basis; 5; 4.63; noun
overall; 7; 4.63; adjective
separate; 8; 4.63; adjective
pack; 4; 4.62; noun
trick; 5; 4.62; noun
enjoying; 8; 4.62; verb
manage; 6; 4.62; verb
enormous; 8; 4.62; adjective
guests; 6; 4.62; noun
note; 4; 4.62; noun
hanging; 7; 4.62; verb
western; 7; 4.62; adjective
spread; 6; 4.62; verb
soldiers; 8; 4.62; noun
brings; 6; 4.62; verb
landscape; 9; 4.62; noun
chosen; 6; 4.62; verb
antiques; 8; 4.62; noun
transport; 9; 4.62; noun
movie; 5; 4.62; noun
golden; 6; 4.62; adjective
senior; 6; 4.62; adjective
mile; 4; 4.62; noun
bang; 4; 4.62; noun
released; 8; 4.62; verb
clue; 4; 4.62; noun
civil; 5; 4.62; adjective
lack; 4; 4.62; noun
practice; 8; 4.62; noun
underneath; 10; 4.62; preposition
absolute; 8; 4.62; adjective
pulled; 6; 4.62; verb
degrees; 7; 4.62; noun
brothers; 8; 4.62; noun
communities; 11; 4.62; noun
announced; 9; 4.62; verb
delighted; 9; 4.62; adjective
treatment; 9; 4.62; noun
duty; 4; 4.61; noun
screen; 6; 4.61; noun
forever; 7; 4.61; adverb
mid; 3; 4.61; adjective
produced; 8; 4.61; verb
silly; 5; 4.61; adjective
agreement; 9; 4.61; noun
fully; 5; 4.61; adverb
helps; 5; 4.61; verb
lamb; 4; 4.61; noun
serve; 5; 4.61; verb
online; 6; 4.61; noun
max; 3; 4.61; name
daisy; 5; 4.61; name
improve; 7; 4.61; verb
believed; 8; 4.61; verb
birth; 5; 4.61; noun
musical; 7; 4.61; adjective
border; 6; 4.61; noun
study; 5; 4.61; noun
decent; 6; 4.61; adjective
impressed; 9; 4.61; adjective
moves; 5; 4.61; noun
steps; 5; 4.61; noun
disaster; 8; 4.61; noun
impossible; 10; 4.61; adjective
records; 7; 4.61; noun
therefore; 9; 4.61; adverb
monday; 6; 4.61; name
appear; 6; 4.61; verb
wildlife; 8; 4.61; noun
student; 7; 4.61; noun
offered; 7; 4.61; verb
option; 6; 4.61; noun
faster; 6; 4.6; adverb
nicely; 6; 4.6; adverb
reached; 7; 4.6; verb
release; 7; 4.6; noun
shops; 5; 4.6; noun
heaven; 6; 4.6; noun
pitch; 5; 4.6; noun
route; 5; 4.6; noun
attempt; 7; 4.6; noun
trial; 5; 4.6; noun
pace; 4; 4.6; noun
crucial; 7; 4.6; adjective
gun; 3; 4.6; noun
noticed; 7; 4.6; verb
restaurant; 10; 4.6; noun
violence; 8; 4.6; noun
strategy; 8; 4.6; noun
inquiry; 7; 4.6; noun
honey; 5; 4.6; noun
semi; 4; 4.6; noun
actual; 6; 4.6; adjective
wins; 4; 4.6; verb
pan; 3; 4.6; verb
kingdom; 7; 4.6; name
species; 7; 4.6; noun
chat; 4; 4.6; verb
amongst; 7; 4.6; preposition
desperate; 9; 4.59; adjective
interview; 9; 4.59; noun
joke; 4; 4.59; noun
becomes; 7; 4.59; verb
handle; 6; 4.59; verb
museum; 6; 4.59; noun
authority; 9; 4.59; noun
ordinary; 8; 4.59; adjective
appeal; 6; 4.59; noun
countryside; 11; 4.59; noun
tackle; 6; 4.59; verb
vital; 5; 4.59; adjective
crossed; 7; 4.59; verb
dreams; 6; 4.59; noun
suit; 4; 4.59; noun
buildings; 9; 4.59; noun
scary; 5; 4.59; adjective
factory; 7; 4.59; noun
younger; 7; 4.59; adjective
daddy; 5; 4.59; name
ill; 3; 4.59; adjective
cards; 5; 4.59; noun
global; 6; 4.59; adjective
lay; 3; 4.59; verb
insurance; 9; 4.59; noun
grass; 5; 4.58; noun
flight; 6; 4.58; noun
standards; 9; 4.58; noun
apple; 5; 4.58; noun
plane; 5; 4.58; noun
sales; 5; 4.58; noun
truly; 5; 4.58; adverb
unit; 4; 4.58; noun
carefully; 9; 4.58; adverb
sue; 3; 4.58; verb
tie; 3; 4.58; noun
gap; 3; 4.58; noun
matters; 7; 4.58; noun
goals; 5; 4.58; noun
woo; 3; 4.58; name
memory; 6; 4.58; noun
promised; 8; 4.58; verb
doctors; 7; 4.58; noun
talent; 6; 4.58; noun
cast; 4; 4.58; verb
elections; 9; 4.58; noun
hopes; 5; 4.58; noun
rates; 5; 4.58; noun
executive; 9; 4.58; noun
fuck; 4; 4.58; noun
zone; 4; 4.58; noun
pushing; 7; 4.58; verb
highly; 6; 4.58; adverb
fourth; 6; 4.58; adjective
bike; 4; 4.58; noun
shake; 5; 4.58; verb
official; 8; 4.58; adjective
euro; 4; 4.58; noun
guest; 5; 4.58; noun
cancer; 6; 4.57; noun
guilty; 6; 4.57; adjective
racing; 6; 4.57; noun
warning; 7; 4.57; noun
solid; 5; 4.57; adjective
quiz; 4; 4.57; noun
fix; 3; 4.57; verb
camp; 4; 4.57; noun
mobile; 6; 4.57; adjective
championship; 12; 4.57; name
independence; 12; 4.57; noun
lib; 3; 4.57; name
discuss; 7; 4.57; verb
originally; 10; 4.57; adverb
dirty; 5; 4.57; adjective
served; 6; 4.57; verb
rob; 3; 4.57; name
nuclear; 7; 4.57; adjective
continues; 9; 4.57; verb
slowly; 6; 4.57; adverb
material; 8; 4.57; noun
unemployment; 12; 4.57; noun
block; 5; 4.57; noun
ridiculous; 10; 4.57; adjective
nowhere; 7; 4.57; adverb
injury; 6; 4.57; noun
puts; 4; 4.57; verb
moments; 7; 4.57; noun
troops; 6; 4.57; noun
fallen; 6; 4.57; verb
hidden; 6; 4.57; verb
teach; 5; 4.57; verb
mention; 7; 4.57; verb
markets; 7; 4.57; noun
basic; 5; 4.56; adjective
cry; 3; 4.56; verb
demand; 6; 4.56; noun
gosh; 4; 4.56; name
suspect; 7; 4.56; verb
letters; 7; 4.56; noun
solution; 8; 4.56; noun
honestly; 8; 4.56; adverb
hunting; 7; 4.56; noun
lies; 4; 4.56; verb
atmosphere; 10; 4.56; noun
measures; 8; 4.56; noun
vision; 6; 4.56; noun
ken; 3; 4.56; name
ray; 3; 4.56; name
signs; 5; 4.56; noun
remind; 6; 4.56; verb
uncle; 5; 4.56; noun
passion; 7; 4.56; noun
injured; 7; 4.56; verb
video; 5; 4.56; noun
various; 7; 4.56; adjective
background; 10; 4.56; noun
painted; 7; 4.56; verb
swimming; 8; 4.55; noun
sharp; 5; 4.55; adjective
june; 4; 4.55; name
struggle; 8; 4.55; noun
grab; 4; 4.55; verb
wave; 4; 4.55; noun
committed; 9; 4.55; verb
necessary; 9; 4.55; adjective
entirely; 8; 4.55; adverb
wondering; 9; 4.55; verb
stunning; 8; 4.55; adjective
tip; 3; 4.55; noun
pie; 3; 4.55; noun
sadly; 5; 4.55; adverb
bargain; 7; 4.55; noun
criminal; 8; 4.55; adjective
palace; 6; 4.55; name
production; 10; 4.55; noun
hungry; 6; 4.55; adjective
picking; 7; 4.55; verb
thoughts; 8; 4.55; noun
victims; 7; 4.55; noun
recession; 9; 4.55; noun
affected; 8; 4.55; verb
bay; 3; 4.55; name
jackpot; 7; 4.55; noun
roger; 5; 4.55; name
grew; 4; 4.55; verb
album; 5; 4.55; noun
acting; 6; 4.55; verb
fishing; 7; 4.55; noun
ideal; 5; 4.55; adjective
neither; 7; 4.54; determiner
rural; 5; 4.54; adjective
arrested; 8; 4.54; verb
airport; 7; 4.54; noun
elected; 7; 4.54; verb
tend; 4; 4.54; verb
reduce; 6; 4.54; verb
sudden; 6; 4.54; adjective
firm; 4; 4.54; noun
anti; 4; 4.54; noun
toilet; 6; 4.54; noun
comedy; 6; 4.54; noun
generally; 9; 4.54; adverb
mixed; 5; 4.54; adjective
gay; 3; 4.54; adjective
ears; 4; 4.54; noun
pool; 4; 4.54; noun
mates; 5; 4.54; noun
wash; 4; 4.54; verb
dressing; 8; 4.54; verb
crash; 5; 4.54; noun
bell; 4; 4.54; noun
opposite; 8; 4.54; adjective
traffic; 7; 4.54; noun
beautifully; 11; 4.54; adverb
version; 7; 4.54; noun
claims; 6; 4.54; noun
rising; 6; 4.54; verb
actor; 5; 4.54; noun
oven; 4; 4.54; noun
leadership; 10; 4.54; noun
unbelievable; 12; 4.54; adjective
vast; 4; 4.53; adjective
jimmy; 5; 4.53; name
creating; 8; 4.53; verb
appreciate; 10; 4.53; verb
downstairs; 10; 4.53; noun
celebrate; 9; 4.53; verb
speaker; 7; 4.53; name
railway; 7; 4.53; noun
crack; 5; 4.53; noun
dressed; 7; 4.53; verb
talks; 5; 4.53; noun
wise; 4; 4.53; adjective
finger; 6; 4.53; noun
wednesday; 9; 4.53; name
marks; 5; 4.53; noun
crown; 5; 4.53; noun
circumstances; 13; 4.53; noun
duck; 4; 4.53; noun
rent; 4; 4.53; noun
votes; 5; 4.53; noun
minus; 5; 4.53; conjunction
mass; 4; 4.53; noun
colleagues; 10; 4.53; noun
shoot; 5; 4.53; verb
net; 3; 4.53; noun
hurry; 5; 4.53; noun
smoke; 5; 4.53; noun
steady; 6; 4.53; adjective
hero; 4; 4.53; noun
meal; 4; 4.53; noun
equipment; 9; 4.53; noun
aid; 3; 4.53; noun
carrying; 8; 4.53; verb
soul; 4; 4.53; noun
section; 7; 4.53; noun
farmers; 7; 4.53; noun
joy; 3; 4.53; noun
bodies; 6; 4.53; noun
armed; 5; 4.53; adjective
cities; 6; 4.53; noun
policies; 8; 4.52; noun
killing; 7; 4.52; verb
page; 4; 4.52; noun
regular; 7; 4.52; adjective
whoever; 7; 4.52; pronoun
direct; 6; 4.52; adjective
beaten; 6; 4.52; verb
correspondent; 13; 4.52; noun
thick; 5; 4.52; adjective
depends; 7; 4.52; verb
golf; 4; 4.52; noun
roman; 5; 4.52; adjective
youth; 5; 4.52; noun
recovery; 8; 4.52; noun
roads; 5; 4.52; noun
drawn; 5; 4.52; verb
shower; 6; 4.52; verb
alcohol; 7; 4.52; noun
drama; 5; 4.52; noun
emotional; 9; 4.52; adjective
meaning; 7; 4.52; noun
commons; 7; 4.52; name
remarkable; 10; 4.52; adjective
affect; 6; 4.52; verb
laid; 4; 4.52; verb
inspired; 8; 4.52; verb
ends; 4; 4.52; verb
vehicle; 7; 4.52; noun
furniture; 9; 4.52; noun
sorted; 6; 4.52; verb
iron; 4; 4.52; noun
somehow; 7; 4.52; adverb
april; 5; 4.52; name
willing; 7; 4.52; adjective
map; 3; 4.52; noun
seats; 5; 4.51; noun
familiar; 8; 4.51; adjective
pound; 5; 4.51; noun
introduced; 10; 4.51; verb
knocked; 7; 4.51; verb
pushed; 6; 4.51; verb
graham; 6; 4.51; name
forgotten; 9; 4.51; verb
useful; 6; 4.51; adjective
bone; 4; 4.51; noun
tall; 4; 4.51; adjective
coach; 5; 4.51; noun
introduce; 9; 4.51; verb
referee; 7; 4.51; noun
channel; 7; 4.51; name
ingredients; 11; 4.51; noun
artists; 7; 4.51; noun
appeared; 8; 4.51; verb
published; 9; 4.51; verb
connection; 10; 4.51; noun
cope; 4; 4.51; verb
pig; 3; 4.51; noun
purpose; 7; 4.51; noun
teachers; 8; 4.51; noun
festival; 8; 4.51; noun
mistakes; 8; 4.51; noun
fake; 4; 4.51; adjective
management; 10; 4.51; noun
thursday; 8; 4.51; name
compared; 8; 4.51; verb
sand; 4; 4.51; noun
lads; 4; 4.51; noun
fortune; 7; 4.51; noun
developed; 9; 4.51; verb
stayed; 6; 4.51; verb
spoken; 6; 4.51; verb
trained; 7; 4.51; verb
wheel; 5; 4.51; noun
ticket; 6; 4.51; noun
memories; 8; 4.51; noun
grey; 4; 4.51; noun
celebrity; 9; 4.51; noun
tricky; 6; 4.51; adjective
typical; 7; 4.51; adjective
spotted; 7; 4.51; verb
professor; 9; 4.51; name
planned; 7; 4.5; verb
characters; 10; 4.5; noun
boom; 4; 4.5; noun
treated; 7; 4.5; verb
award; 5; 4.5; noun
mood; 4; 4.5; noun
tower; 5; 4.5; noun
necessarily; 11; 4.5; adverb
boxes; 5; 4.5; noun
flower; 6; 4.5; noun
engine; 6; 4.5; noun
loving; 6; 4.5; verb
theme; 5; 4.5; noun
ages; 4; 4.5; noun
dying; 5; 4.5; verb
southern; 8; 4.5; adjective
thrown; 6; 4.5; verb
sets; 4; 4.5; noun
drug; 4; 4.5; noun
friendly; 8; 4.5; adjective
cottage; 7; 4.5; noun
nurse; 5; 4.5; noun
contract; 8; 4.5; noun
tumble; 6; 4.5; name
wanting; 7; 4.5; verb
fellow; 6; 4.5; adjective
factor; 6; 4.5; noun
relax; 5; 4.5; verb
rolling; 7; 4.5; verb
invited; 7; 4.5; verb
opportunities; 13; 4.49; noun
shadow; 6; 4.49; noun
filled; 6; 4.49; verb
legislation; 11; 4.49; noun
convinced; 9; 4.49; verb
ocean; 5; 4.49; noun
lake; 4; 4.49; noun
saving; 6; 4.49; verb
faced; 5; 4.49; verb
potentially; 11; 4.49; adverb
features; 8; 4.49; noun
disease; 7; 4.49; noun
bomb; 4; 4.49; noun
port; 4; 4.49; noun
welfare; 7; 4.49; noun
load; 4; 4.49; noun
scenes; 6; 4.49; noun
alternative; 11; 4.49; noun
magnificent; 11; 4.49; adjective
injuries; 8; 4.49; noun
breath; 6; 4.49; noun
clubs; 5; 4.49; noun
personally; 10; 4.49; adverb
considered; 10; 4.49; verb
degree; 6; 4.49; noun
challenges; 10; 4.49; noun
reputation; 10; 4.49; noun
appears; 7; 4.49; verb
penny; 5; 4.49; noun
bin; 3; 4.49; noun
knife; 5; 4.49; noun
chain; 5; 4.49; noun
describe; 8; 4.49; verb
agent; 5; 4.49; noun
visitors; 8; 4.49; noun
owners; 6; 4.49; noun
tickets; 7; 4.49; noun
riding; 6; 4.49; verb
smart; 5; 4.49; adjective
tune; 4; 4.49; noun
babies; 6; 4.49; noun
japan; 5; 4.49; name
aim; 3; 4.49; noun
letting; 7; 4.49; verb
sake; 4; 4.49; noun
lane; 4; 4.49; name
fail; 4; 4.48; verb
maximum; 7; 4.48; noun
influence; 9; 4.48; noun
fees; 4; 4.48; noun
collect; 7; 4.48; verb
deserve; 7; 4.48; verb
returned; 8; 4.48; verb
achieved; 8; 4.48; verb
industrial; 10; 4.48; adjective
loud; 4; 4.48; adjective
terry; 5; 4.48; name
recipe; 6; 4.48; noun
councils; 8; 4.48; noun
meanwhile; 9; 4.48; adverb
singer; 6; 4.48; noun
watched; 7; 4.48; verb
vulnerable; 10; 4.48; adjective
papers; 6; 4.48; noun
chest; 5; 4.48; noun
path; 4; 4.48; noun
measure; 7; 4.48; noun
baa; 3; 4.48; noun
dining; 6; 4.48; noun
deadly; 6; 4.48; adjective
options; 7; 4.48; noun
admit; 5; 4.48; verb
revolution; 10; 4.48; noun
shots; 5; 4.48; noun
pride; 5; 4.48; noun
halfway; 7; 4.48; noun
newspaper; 9; 4.48; noun
prepare; 7; 4.48; verb
packed; 6; 4.48; verb
defeat; 6; 4.48; noun
hundred; 7; 4.48; number
prefer; 6; 4.48; verb
temperature; 11; 4.48; noun
stronger; 8; 4.48; adjective
supply; 6; 4.48; noun
thin; 4; 4.48; adjective
pre; 3; 4.47; noun
object; 6; 4.47; noun
tradition; 9; 4.47; noun
sees; 4; 4.47; verb
valley; 6; 4.47; name
beer; 4; 4.47; noun
specific; 8; 4.47; adjective
understanding; 13; 4.47; noun
accused; 7; 4.47; verb
structure; 9; 4.47; noun
fascinating; 11; 4.47; adjective
shirt; 5; 4.47; noun
elsewhere; 9; 4.47; adverb
deputy; 6; 4.47; name
learnt; 6; 4.47; verb
occasion; 8; 4.47; noun
resources; 9; 4.47; noun
fought; 6; 4.47; verb
falls; 5; 4.47; verb
charged; 7; 4.47; verb
taught; 6; 4.47; verb
charges; 7; 4.47; noun
sleeping; 8; 4.47; verb
princess; 8; 4.47; name
carol; 5; 4.47; name
fired; 5; 4.47; verb
january; 7; 4.47; name
complicated; 11; 4.47; adjective
drawing; 7; 4.47; verb
agency; 6; 4.47; noun
experienced; 11; 4.47; adjective
arrive; 6; 4.47; verb
crying; 6; 4.47; verb
ambulance; 9; 4.47; noun
maker; 5; 4.47; noun
laughing; 8; 4.47; verb
rings; 5; 4.47; noun
nations; 7; 4.47; name
stadium; 7; 4.47; noun
climate; 7; 4.47; noun
dramatic; 8; 4.46; adjective
encourage; 9; 4.46; verb
surgery; 7; 4.46; noun
garage; 6; 4.46; noun
storm; 5; 4.46; noun
shoulder; 8; 4.46; noun
cameras; 7; 4.46; noun
conversation; 12; 4.46; noun
gardens; 7; 4.46; noun
protection; 10; 4.46; noun
proved; 6; 4.46; verb
perform; 7; 4.46; verb
locked; 6; 4.46; verb
height; 6; 4.46; noun
button; 6; 4.46; noun
lemon; 5; 4.46; noun
treasure; 8; 4.46; noun
rough; 5; 4.46; adjective
decade; 6; 4.46; noun
lesson; 6; 4.46; noun
permission; 10; 4.46; noun
pet; 3; 4.46; noun
suffering; 9; 4.46; verb
display; 7; 4.46; noun
constituency; 12; 4.46; noun
fox; 3; 4.46; name
element; 7; 4.46; noun
swing; 5; 4.46; noun
bond; 4; 4.46; noun
drunk; 5; 4.46; adjective
wing; 4; 4.46; noun
grandfather; 11; 4.46; noun
products; 8; 4.45; noun
develop; 7; 4.45; verb
jean; 4; 4.45; name
scientists; 10; 4.45; noun
physical; 8; 4.45; adjective
believes; 8; 4.45; verb
bags; 4; 4.45; noun
beef; 4; 4.45; noun
arts; 4; 4.45; noun
lion; 4; 4.45; noun
feature; 7; 4.45; noun
climb; 5; 4.45; verb
nasty; 5; 4.45; adjective
cricket; 7; 4.45; noun
length; 6; 4.45; noun
remaining; 9; 4.45; verb
mainly; 6; 4.45; adverb
illegal; 7; 4.45; adjective
garlic; 6; 4.45; adjective
begins; 6; 4.45; verb
monster; 7; 4.45; noun
mirror; 6; 4.45; noun
evil; 4; 4.45; adjective
exercise; 8; 4.45; noun
possibility; 11; 4.45; noun
serving; 7; 4.45; verb
finds; 5; 4.45; verb
angle; 5; 4.45; noun
tail; 4; 4.45; noun
raising; 7; 4.45; verb
september; 9; 4.45; name
bother; 6; 4.45; verb
pulling; 7; 4.45; verb
banking; 7; 4.45; noun
bite; 4; 4.45; noun
sending; 7; 4.45; verb
fixed; 5; 4.45; verb
secure; 6; 4.44; verb
boring; 6; 4.44; adjective
tries; 5; 4.44; verb
winners; 7; 4.44; noun
mummy; 5; 4.44; name
theory; 6; 4.44; noun
variety; 7; 4.44; noun
kit; 3; 4.44; noun
electricity; 11; 4.44; noun
laws; 4; 4.44; noun
dishes; 6; 4.44; noun
midlands; 8; 4.44; name
complex; 7; 4.44; adjective
attitude; 8; 4.44; noun
bloke; 5; 4.44; noun
regime; 6; 4.44; noun
commitment; 10; 4.44; noun
girlfriend; 10; 4.44; noun
champions; 9; 4.44; noun
abuse; 5; 4.44; noun
remove; 6; 4.44; verb
spare; 5; 4.44; adjective
juice; 5; 4.44; noun
matches; 7; 4.44; noun
argue; 5; 4.44; verb
cow; 3; 4.44; noun
rush; 4; 4.44; noun
overnight; 9; 4.44; adjective
pudding; 7; 4.44; noun
aircraft; 8; 4.44; noun
source; 6; 4.44; noun
apply; 5; 4.44; verb
critical; 8; 4.44; adjective
delivered; 9; 4.44; verb
network; 7; 4.44; noun
potato; 6; 4.44; noun
limit; 5; 4.44; noun
handed; 6; 4.44; verb
forgot; 6; 4.44; verb
trapped; 7; 4.44; verb
attractive; 10; 4.44; adjective
gift; 4; 4.44; noun
shift; 5; 4.44; noun
dig; 3; 4.44; verb
commercial; 10; 4.44; adjective
hiding; 6; 4.44; verb
tuesday; 7; 4.44; name
tennis; 6; 4.44; noun
residents; 9; 4.43; noun
mental; 6; 4.43; adjective
plastic; 7; 4.43; noun
empire; 6; 4.43; name
bunch; 5; 4.43; noun
provided; 8; 4.43; verb
struck; 6; 4.43; verb
chose; 5; 4.43; verb
pregnant; 8; 4.43; adjective
directly; 8; 4.43; adverb
awesome; 7; 4.43; adjective
failure; 7; 4.43; noun
lad; 3; 4.43; noun
impression; 10; 4.43; noun
spectacular; 11; 4.43; adjective
proposals; 9; 4.43; noun
religious; 9; 4.43; adjective
marry; 5; 4.43; verb
fed; 3; 4.43; verb
closely; 7; 4.43; adverb
terrific; 8; 4.43; adjective
decades; 7; 4.43; noun
bones; 5; 4.43; noun
interests; 9; 4.43; noun
reasonable; 10; 4.43; adjective
tears; 5; 4.43; noun
whenever; 8; 4.43; adverb
shout; 5; 4.43; verb
activity; 8; 4.43; noun
novel; 5; 4.43; noun
alongside; 9; 4.43; preposition
images; 6; 4.43; noun
passing; 7; 4.43; verb
entitled; 8; 4.43; verb
grant; 5; 4.43; name
include; 7; 4.43; verb
shocked; 7; 4.43; verb
adventure; 9; 4.43; noun
islands; 7; 4.43; noun
winds; 5; 4.43; noun
athletes; 8; 4.43; noun
boot; 4; 4.43; noun
established; 11; 4.42; verb
bills; 5; 4.42; noun
eastern; 7; 4.42; adjective
potatoes; 8; 4.42; noun
hearts; 6; 4.42; noun
supporting; 10; 4.42; verb
continued; 9; 4.42; verb
enter; 5; 4.42; verb
photo; 5; 4.42; noun
chips; 5; 4.42; noun
lock; 4; 4.42; noun
suffered; 8; 4.42; verb
discover; 8; 4.42; verb
teaching; 8; 4.42; noun
extreme; 7; 4.42; adjective
facts; 5; 4.42; noun
stairs; 6; 4.42; noun
hoped; 5; 4.42; verb
cap; 3; 4.42; noun
effective; 9; 4.42; adjective
blind; 5; 4.42; adjective
headlines; 9; 4.42; noun
essential; 9; 4.42; adjective
hits; 4; 4.42; verb
lessons; 7; 4.42; noun
robin; 5; 4.42; name
victim; 6; 4.42; noun
feeding; 7; 4.42; verb
advance; 7; 4.42; noun
minds; 5; 4.42; noun
democracy; 9; 4.42; noun
rice; 4; 4.42; noun
flag; 4; 4.42; noun
steel; 5; 4.42; noun
receive; 7; 4.42; verb
swim; 4; 4.42; verb
technique; 9; 4.42; noun
cats; 4; 4.42; noun
loose; 5; 4.41; adjective
soup; 4; 4.41; noun
leads; 5; 4.41; verb
mouse; 5; 4.41; noun
lords; 5; 4.41; name
coat; 4; 4.41; noun
autumn; 6; 4.41; noun
finance; 7; 4.41; noun
spin; 4; 4.41; noun
code; 4; 4.41; noun
sisters; 7; 4.41; noun
opera; 5; 4.41; noun
nightmare; 9; 4.41; noun
elements; 8; 4.41; noun
july; 4; 4.41; name
sunny; 5; 4.41; adjective
hills; 5; 4.41; noun
writer; 6; 4.41; noun
category; 8; 4.41; noun
trading; 7; 4.41; noun
burning; 7; 4.41; verb
increasing; 10; 4.41; verb
wider; 5; 4.41; adjective
washing; 7; 4.41; verb
priority; 8; 4.41; noun
data; 4; 4.41; noun
voters; 6; 4.41; noun
pension; 7; 4.41; noun
stolen; 6; 4.41; verb
causing; 7; 4.41; verb
fields; 6; 4.41; noun
precious; 8; 4.41; adjective
competitive; 11; 4.41; adjective
valuable; 8; 4.41; adjective
panic; 5; 4.41; noun
specialist; 10; 4.41; noun
treasury; 8; 4.41; name
exist; 5; 4.41; verb
worrying; 8; 4.41; verb
ear; 3; 4.41; noun
suspects; 8; 4.41; noun
removed; 7; 4.41; verb
combination; 11; 4.41; noun
sized; 5; 4.41; verb
bronze; 6; 4.41; noun
centuries; 9; 4.4; noun
november; 8; 4.4; name
builder; 7; 4.4; noun
whom; 4; 4.4; pronoun
travelled; 9; 4.4; verb
owned; 5; 4.4; verb
adult; 5; 4.4; noun
nest; 4; 4.4; noun
nor; 3; 4.4; conjunction
twist; 5; 4.4; noun
effectively; 11; 4.4; adverb
text; 4; 4.4; noun
contains; 8; 4.4; verb
employment; 10; 4.4; noun
increased; 9; 4.4; verb
burn; 4; 4.4; verb
offering; 8; 4.4; verb
types; 5; 4.4; noun
revealed; 8; 4.4; verb
primary; 7; 4.4; adjective
genius; 6; 4.4; noun
savings; 7; 4.4; noun
claimed; 7; 4.4; verb
projects; 8; 4.4; noun
throwing; 8; 4.4; verb
boats; 5; 4.4; noun
era; 3; 4.4; noun
holes; 5; 4.4; noun
required; 8; 4.4; verb
cute; 4; 4.4; adjective
smells; 6; 4.4; verb
skill; 5; 4.4; noun
vegetables; 10; 4.4; noun
goods; 5; 4.4; noun
suggested; 9; 4.4; verb
rail; 4; 4.4; noun
considering; 11; 4.4; verb
comments; 8; 4.4; noun
shared; 6; 4.4; verb
wings; 5; 4.4; noun
extent; 6; 4.4; noun
reception; 9; 4.4; noun
placed; 6; 4.4; verb
dare; 4; 4.4; verb
auctioneer; 10; 4.4; noun
host; 4; 4.39; noun
limited; 7; 4.39; adjective
cleaning; 8; 4.39; verb
suite; 5; 4.39; noun
cue; 3; 4.39; noun
toy; 3; 4.39; noun
seek; 4; 4.39; verb
uses; 4; 4.39; verb
flour; 5; 4.39; noun
represent; 9; 4.39; verb
steam; 5; 4.39; noun
poverty; 7; 4.39; noun
mayor; 5; 4.39; noun
supporters; 10; 4.39; noun
beans; 5; 4.39; noun
chamber; 7; 4.39; noun
squad; 5; 4.39; noun
ought; 5; 4.39; verb
shooting; 8; 4.39; noun
routine; 7; 4.39; adjective
settle; 6; 4.39; verb
disappointing; 13; 4.39; adjective
diamond; 7; 4.39; noun
viewers; 7; 4.39; noun
shell; 5; 4.39; noun
rabbit; 6; 4.39; noun
mountains; 9; 4.39; noun
orders; 6; 4.39; noun
minimum; 7; 4.39; noun
pork; 4; 4.39; noun
drinks; 6; 4.39; noun
fastest; 7; 4.39; adjective
stones; 6; 4.39; noun
prank; 5; 4.39; noun
panel; 5; 4.39; noun
nah; 3; 4.39; name
gang; 4; 4.39; noun
notes; 5; 4.39; noun
incident; 8; 4.39; noun
premier; 7; 4.39; name
wherever; 8; 4.39; adverb
afterwards; 10; 4.39; adverb
developing; 10; 4.39; verb
carbon; 6; 4.39; noun
religion; 8; 4.39; noun
scratch; 7; 4.39; noun
dust; 4; 4.39; noun
guitar; 6; 4.39; noun
editor; 6; 4.39; noun
plot; 4; 4.38; noun
stretch; 7; 4.38; noun
salad; 5; 4.38; noun
larger; 6; 4.38; adjective
intelligence; 12; 4.38; noun
shed; 4; 4.38; verb
status; 6; 4.38; noun
pod; 3; 4.38; name
driven; 6; 4.38; verb
superb; 6; 4.38; adjective
whereas; 7; 4.38; preposition
championships; 13; 4.38; noun
guarantee; 9; 4.38; verb
trains; 6; 4.38; noun
ships; 5; 4.38; noun
october; 7; 4.38; name
pepper; 6; 4.38; noun
monkey; 6; 4.38; noun
reported; 8; 4.38; verb
tremendous; 10; 4.38; adjective
governments; 11; 4.38; noun
sally; 5; 4.38; name
weapons; 7; 4.38; noun
attacks; 7; 4.38; noun
customer; 8; 4.38; noun
copy; 4; 4.38; noun
jay; 3; 4.38; name
pretend; 7; 4.38; verb
accepted; 8; 4.38; verb
jungle; 6; 4.38; noun
association; 11; 4.38; name
grateful; 8; 4.38; adjective
appropriate; 11; 4.38; adjective
retired; 7; 4.38; verb
stress; 6; 4.38; noun
jess; 4; 4.38; name
nights; 6; 4.38; noun
enemy; 5; 4.38; noun
pattern; 7; 4.38; noun
helicopter; 10; 4.38; noun
focused; 7; 4.38; verb
unlike; 6; 4.38; preposition
territory; 9; 4.37; noun
universe; 8; 4.37; noun
pen; 3; 4.37; noun
discussion; 10; 4.37; noun
relatively; 10; 4.37; adverb
trophy; 6; 4.37; noun
scoring; 7; 4.37; verb
performing; 10; 4.37; verb
holy; 4; 4.37; name
surprising; 10; 4.37; adjective
circle; 6; 4.37; noun
stops; 5; 4.37; verb
cliff; 5; 4.37; name
pilot; 5; 4.37; noun
pastry; 6; 4.37; noun
launched; 8; 4.37; verb
glasses; 7; 4.37; noun
catholic; 8; 4.37; name
glory; 5; 4.37; noun
genuine; 7; 4.37; adjective
electric; 8; 4.37; adjective
